,date,region_id,region,value,change,lagged_change
4228,1996-01-31,394807,"Louisville-Jefferson County, KY",96443.0,,
4229,1996-02-29,394807,"Louisville-Jefferson County, KY",96579.0,0.14101593687463332,
4230,1996-03-31,394807,"Louisville-Jefferson County, KY",96671.0,0.09525880367367012,0.14101593687463332
4231,1996-04-30,394807,"Louisville-Jefferson County, KY",96836.0,0.17068200391017196,0.09525880367367012
4232,1996-05-31,394807,"Louisville-Jefferson County, KY",96953.0,0.12082283448304754,0.17068200391017196
4233,1996-06-30,394807,"Louisville-Jefferson County, KY",97082.0,0.13305416026321293,0.12082283448304754
4234,1996-07-31,394807,"Louisville-Jefferson County, KY",97248.0,0.170989472816796,0.13305416026321293
4235,1996-08-31,394807,"Louisville-Jefferson County, KY",97422.0,0.17892398815400057,0.170989472816796
4236,1996-09-30,394807,"Louisville-Jefferson County, KY",97671.0,0.255589086653929,0.17892398815400057
4237,1996-10-31,394807,"Louisville-Jefferson County, KY",97931.0,0.2661997931832305,0.255589086653929
4238,1996-11-30,394807,"Louisville-Jefferson County, KY",98354.0,0.43193677180872747,0.2661997931832305
4239,1996-12-31,394807,"Louisville-Jefferson County, KY",98783.0,0.4361795148138281,0.43193677180872747
4240,1997-01-31,394807,"Louisville-Jefferson County, KY",99427.0,0.6519340372331373,0.4361795148138281
4241,1997-02-28,394807,"Louisville-Jefferson County, KY",99848.0,0.4234262323111526,0.6519340372331373
4242,1997-03-31,394807,"Louisville-Jefferson County, KY",100204.0,0.3565419437544959,0.4234262323111526
4243,1997-04-30,394807,"Louisville-Jefferson County, KY",100352.0,0.14769869466288998,0.3565419437544959
4244,1997-05-31,394807,"Louisville-Jefferson County, KY",100603.0,0.2501195790816313,0.14769869466288998
4245,1997-06-30,394807,"Louisville-Jefferson County, KY",100849.0,0.2445255111676481,0.2501195790816313
4246,1997-07-31,394807,"Louisville-Jefferson County, KY",101161.0,0.30937341966703613,0.2445255111676481
4247,1997-08-31,394807,"Louisville-Jefferson County, KY",101464.0,0.2995225432726123,0.30937341966703613
4248,1997-09-30,394807,"Louisville-Jefferson County, KY",101803.0,0.3341086493731771,0.2995225432726123
4249,1997-10-31,394807,"Louisville-Jefferson County, KY",102164.0,0.35460644578253486,0.3341086493731771
4250,1997-11-30,394807,"Louisville-Jefferson County, KY",102475.0,0.3044125132140474,0.35460644578253486
4251,1997-12-31,394807,"Louisville-Jefferson County, KY",102746.0,0.2644547450597612,0.3044125132140474
4252,1998-01-31,394807,"Louisville-Jefferson County, KY",102401.0,-0.3357794950655024,0.2644547450597612
4253,1998-02-28,394807,"Louisville-Jefferson County, KY",102210.0,-0.18652161599984618,-0.3357794950655024
4254,1998-03-31,394807,"Louisville-Jefferson County, KY",102132.0,-0.0763134722629899,-0.18652161599984618
4255,1998-04-30,394807,"Louisville-Jefferson County, KY",102768.0,0.6227235342497917,-0.0763134722629899
4256,1998-05-31,394807,"Louisville-Jefferson County, KY",103452.0,0.665576833255499,0.6227235342497917
4257,1998-06-30,394807,"Louisville-Jefferson County, KY",104237.0,0.7588060163167487,0.665576833255499
4258,1998-07-31,394807,"Louisville-Jefferson County, KY",104876.0,0.613026084787549,0.7588060163167487
4259,1998-08-31,394807,"Louisville-Jefferson County, KY",105547.0,0.639803196155464,0.613026084787549
4260,1998-09-30,394807,"Louisville-Jefferson County, KY",105985.0,0.41498100372345803,0.639803196155464
4261,1998-10-31,394807,"Louisville-Jefferson County, KY",106409.0,0.40005661178468266,0.41498100372345803
4262,1998-11-30,394807,"Louisville-Jefferson County, KY",106564.0,0.14566437049496894,0.40005661178468266
4263,1998-12-31,394807,"Louisville-Jefferson County, KY",106868.0,0.285274576780159,0.14566437049496894
4264,1999-01-31,394807,"Louisville-Jefferson County, KY",107744.0,0.8197028109443449,0.285274576780159
4265,1999-02-28,394807,"Louisville-Jefferson County, KY",108898.0,1.0710573210573227,0.8197028109443449
4266,1999-03-31,394807,"Louisville-Jefferson County, KY",110061.0,1.067971863578765,1.0710573210573227
4267,1999-04-30,394807,"Louisville-Jefferson County, KY",110679.0,0.5615068007741142,1.067971863578765
4268,1999-05-31,394807,"Louisville-Jefferson County, KY",111158.0,0.4327830934504284,0.5615068007741142
4269,1999-06-30,394807,"Louisville-Jefferson County, KY",111470.0,0.2806815523848982,0.4327830934504284
4270,1999-07-31,394807,"Louisville-Jefferson County, KY",111760.0,0.2601596842199738,0.2806815523848982
4271,1999-08-31,394807,"Louisville-Jefferson County, KY",112050.0,0.25948460987830213,0.2601596842199738
4272,1999-09-30,394807,"Louisville-Jefferson County, KY",112421.0,0.33110218652387946,0.25948460987830213
4273,1999-10-31,394807,"Louisville-Jefferson County, KY",112787.0,0.32556195016946177,0.33110218652387946
4274,1999-11-30,394807,"Louisville-Jefferson County, KY",113245.0,0.40607516823747414,0.32556195016946177
4275,1999-12-31,394807,"Louisville-Jefferson County, KY",113644.0,0.3523334363548125,0.40607516823747414
4276,2000-01-31,394807,"Louisville-Jefferson County, KY",114141.0,0.4373306113829134,0.3523334363548125
4277,2000-02-29,394807,"Louisville-Jefferson County, KY",114390.0,0.21815123400006353,0.4373306113829134
4278,2000-03-31,394807,"Louisville-Jefferson County, KY",114834.0,0.38814581694204264,0.21815123400006353
4279,2000-04-30,394807,"Louisville-Jefferson County, KY",115209.0,0.3265583363812219,0.38814581694204264
4280,2000-05-31,394807,"Louisville-Jefferson County, KY",115696.0,0.42271003133436125,0.3265583363812219
4281,2000-06-30,394807,"Louisville-Jefferson County, KY",116004.0,0.26621490803484527,0.42271003133436125
4282,2000-07-31,394807,"Louisville-Jefferson County, KY",116291.0,0.24740526188751222,0.26621490803484527
4283,2000-08-31,394807,"Louisville-Jefferson County, KY",116590.0,0.25711362014257944,0.24740526188751222
4284,2000-09-30,394807,"Louisville-Jefferson County, KY",116998.0,0.3499442490779714,0.25711362014257944
4285,2000-10-31,394807,"Louisville-Jefferson County, KY",117487.0,0.4179558624933799,0.3499442490779714
4286,2000-11-30,394807,"Louisville-Jefferson County, KY",117993.0,0.43068594823256756,0.4179558624933799
4287,2000-12-31,394807,"Louisville-Jefferson County, KY",118524.0,0.45002669649893967,0.43068594823256756
4288,2001-01-31,394807,"Louisville-Jefferson County, KY",118779.0,0.21514629948364838,0.45002669649893967
4289,2001-02-28,394807,"Louisville-Jefferson County, KY",119143.0,0.30645147711296783,0.21514629948364838
4290,2001-03-31,394807,"Louisville-Jefferson County, KY",119056.0,-0.07302149517806056,0.30645147711296783
4291,2001-04-30,394807,"Louisville-Jefferson County, KY",119071.0,0.012599113022448982,-0.07302149517806056
4292,2001-05-31,394807,"Louisville-Jefferson County, KY",118897.0,-0.1461312998127129,0.012599113022448982
4293,2001-06-30,394807,"Louisville-Jefferson County, KY",119215.0,0.2674583883529369,-0.1461312998127129
4294,2001-07-31,394807,"Louisville-Jefferson County, KY",119648.0,0.3632093276852766,0.2674583883529369
4295,2001-08-31,394807,"Louisville-Jefferson County, KY",120170.0,0.4362797539449126,0.3632093276852766
4296,2001-09-30,394807,"Louisville-Jefferson County, KY",120408.0,0.19805275859199334,0.4362797539449126
4297,2001-10-31,394807,"Louisville-Jefferson County, KY",120643.0,0.1951697561623833,0.19805275859199334
4298,2001-11-30,394807,"Louisville-Jefferson County, KY",120858.0,0.17821174871315293,0.1951697561623833
4299,2001-12-31,394807,"Louisville-Jefferson County, KY",121190.0,0.27470254348078704,0.17821174871315293
4300,2002-01-31,394807,"Louisville-Jefferson County, KY",121538.0,0.2871524053139618,0.27470254348078704
4301,2002-02-28,394807,"Louisville-Jefferson County, KY",121794.0,0.21063371126726071,0.2871524053139618
4302,2002-03-31,394807,"Louisville-Jefferson County, KY",122154.0,0.29558106310656473,0.21063371126726071
4303,2002-04-30,394807,"Louisville-Jefferson County, KY",122486.0,0.2717880707958864,0.29558106310656473
4304,2002-05-31,394807,"Louisville-Jefferson County, KY",122944.0,0.3739202847672374,0.2717880707958864
4305,2002-06-30,394807,"Louisville-Jefferson County, KY",123276.0,0.2700416449765708,0.3739202847672374
4306,2002-07-31,394807,"Louisville-Jefferson County, KY",123533.0,0.2084752912164589,0.2700416449765708
4307,2002-08-31,394807,"Louisville-Jefferson County, KY",123707.0,0.1408530514113604,0.2084752912164589
4308,2002-09-30,394807,"Louisville-Jefferson County, KY",124076.0,0.29828546484840235,0.1408530514113604
4309,2002-10-31,394807,"Louisville-Jefferson County, KY",124439.0,0.2925626229085321,0.29828546484840235
4310,2002-11-30,394807,"Louisville-Jefferson County, KY",124849.0,0.3294787004074262,0.2925626229085321
4311,2002-12-31,394807,"Louisville-Jefferson County, KY",125163.0,0.2515038166104544,0.3294787004074262
4312,2003-01-31,394807,"Louisville-Jefferson County, KY",125506.0,0.2740426483865077,0.2515038166104544
4313,2003-02-28,394807,"Louisville-Jefferson County, KY",125745.0,0.1904291428298288,0.2740426483865077
4314,2003-03-31,394807,"Louisville-Jefferson County, KY",126025.0,0.22267286969661626,0.1904291428298288
4315,2003-04-30,394807,"Louisville-Jefferson County, KY",126341.0,0.25074390001984526,0.22267286969661626
4316,2003-05-31,394807,"Louisville-Jefferson County, KY",126724.0,0.3031478300789203,0.25074390001984526
4317,2003-06-30,394807,"Louisville-Jefferson County, KY",126939.0,0.16966004860956563,0.3031478300789203
4318,2003-07-31,394807,"Louisville-Jefferson County, KY",127125.0,0.14652707205822235,0.16966004860956563
4319,2003-08-31,394807,"Louisville-Jefferson County, KY",127291.0,0.13058013765978593,0.14652707205822235
4320,2003-09-30,394807,"Louisville-Jefferson County, KY",127550.0,0.20347078740838853,0.13058013765978593
4321,2003-10-31,394807,"Louisville-Jefferson County, KY",127784.0,0.18345746765973114,0.20347078740838853
4322,2003-11-30,394807,"Louisville-Jefferson County, KY",127979.0,0.15260126463407797,0.18345746765973114
4323,2003-12-31,394807,"Louisville-Jefferson County, KY",128137.0,0.12345775478790344,0.15260126463407797
4324,2004-01-31,394807,"Louisville-Jefferson County, KY",128381.0,0.1904211898202668,0.12345775478790344
4325,2004-02-29,394807,"Louisville-Jefferson County, KY",128868.0,0.37933962190666026,0.1904211898202668
4326,2004-03-31,394807,"Louisville-Jefferson County, KY",129353.0,0.3763540987677283,0.37933962190666026
4327,2004-04-30,394807,"Louisville-Jefferson County, KY",129774.0,0.32546597295772806,0.3763540987677283
4328,2004-05-31,394807,"Louisville-Jefferson County, KY",130099.0,0.2504353722625474,0.32546597295772806
4329,2004-06-30,394807,"Louisville-Jefferson County, KY",130488.0,0.2990030668952093,0.2504353722625474
4330,2004-07-31,394807,"Louisville-Jefferson County, KY",130990.0,0.3847097051069781,0.2990030668952093
4331,2004-08-31,394807,"Louisville-Jefferson County, KY",131438.0,0.3420108405221667,0.3847097051069781
4332,2004-09-30,394807,"Louisville-Jefferson County, KY",131681.0,0.18487804135789432,0.3420108405221667
4333,2004-10-31,394807,"Louisville-Jefferson County, KY",131891.0,0.1594763101738339,0.18487804135789432
4334,2004-11-30,394807,"Louisville-Jefferson County, KY",132113.0,0.16832081036612934,0.1594763101738339
4335,2004-12-31,394807,"Louisville-Jefferson County, KY",132298.0,0.14003163958127285,0.16832081036612934
4336,2005-01-31,394807,"Louisville-Jefferson County, KY",132363.0,0.04913150614522799,0.14003163958127285
4337,2005-02-28,394807,"Louisville-Jefferson County, KY",132368.0,0.0037774906884946446,0.04913150614522799
4338,2005-03-31,394807,"Louisville-Jefferson County, KY",132503.0,0.10198839598694054,0.0037774906884946446
